page	stripe	column	line	left	top	right	bottom	confidence	letters	punc
47	0		1	1785	99	2375	441	56	بنزٕليلالع	 
47	0		1	1211	99	1784	441	64	يلرعا	
47	0		2	2841	736	3063	914	94	الحمد	 
47	0		2	2763	736	2842	914	99	له	 
47	0		2	2569	736	2762	914	94	منزل	 
47	0		2	2296	736	2569	914	91	الحك	 
47	0		2	2161	736	2297	914	94	على	 
47	0		2	1952	736	2160	914	89	قلوب	 
47	0		2	1702	736	1952	914	92	الكلم	 
47	0		2	1407	736	1701	914	93	بأحدية	 
47	0		2	1135	736	1408	914	98	الطريق	 
47	0		2	856	736	1135	914	100	الأمم	 
47	0		2	733	736	855	914	90	من	 
47	0		2	360	736	734	914	98	المقـام	 
47	0		2	339	736	361	914	97	ا	
47	0		3	2910	923	3201	1093	91	الأقـدم	 
47	0		3	2755	923	2911	1093	99	وإن	 
47	0		3	2444	923	2755	1093	92	اختلفت	 
47	0		3	2207	923	2444	1093	99	النحل	 
47	0		3	1958	923	2208	1093	99	والملل	 
47	0		3	1620	923	1957	1093	94	لاختلاف	 
47	0		3	1403	923	1619	1093	99	الأمم	 
47	0		3	1342	923	1403	1093	100		. 
47	0		3	1106	923	1343	1093	94	وصلى	 
47	0		3	944	923	1105	1093	100	الله	 
47	0		3	787	923	943	1093	99	على	 
47	0		3	606	923	788	1093	96	مد5	 
47	0		3	579	923	605	1093	97		(
47	0		3	504	923	538	1093	100		)
47	0		4	2998	1102	3201	1271	90	الهمم	 
47	0		4	2937	1102	2998	1271	93		، 
47	0		4	2796	1102	2938	1271	100	من	 
47	0		4	2552	1102	2795	1271	93	خزائن	 
47	0		4	2335	1102	2551	1271	100	الجود	 
47	0		4	2030	1102	2335	1271	100	والكرم	 
47	0		4	1963	1102	2031	1271	86		، 
47	0		4	1713	1102	1964	1271	99	بالقيل	 
47	0		4	1462	1102	1712	1271	98	الأقوم	 
47	0		4	1402	1102	1463	1271	87		، 
47	0		4	1245	1102	1401	1271	100	محمد	 
47	0		4	1063	1102	1246	1271	99	وعلى	 
47	0		4	907	1102	1063	1271	93	آله	 
47	0		4	718	1102	908	1271	99	وسلم	 
47	0		4	691	1102	719	1271	100		.
47	0		5	2931	1280	3068	1459	94	أما	 
47	0		5	2773	1280	2931	1459	94	بعد	 
47	0		5	2691	1280	2774	1459	100		: 
47	0		5	2534	1280	2692	1459	90	فإني	 
47	0		5	2294	1280	2534	1459	99	رأيت	 
47	0		5	2055	1280	2295	1459	99	رسول	 
47	0		5	1919	1280	2055	1459	97	الله	 
47	0		5	1768	1280	1918	1459	84	صلى	 
47	0		5	1631	1280	1767	1459	99	الله	 
47	0		5	1453	1280	1630	1459	91	عليه	 
47	0		5	1267	1280	1452	1459	92	وسلم	 
47	0		5	1172	1280	1268	1459	84	في	 
47	0		5	878	1280	1172	1459	96	مبشرة	 
47	0		5	569	1280	877	1459	94	أريتها	 
47	0		5	501	1280	570	1459	84	في	
47	0		6	2997	1468	3202	1639	93	العشر	 
47	0		6	2745	1468	2997	1639	100	الآخر	 
47	0		6	2612	1468	2745	1639	97	من	 
47	0		6	2420	1468	2612	1639	99	محرم	 
47	0		6	2396	1468	2420	1639	87		(
47	0		6	2299	1468	2359	1639	81		) 
47	0		6	2137	1468	2299	1639	95	سنة	 
47	0		6	1968	1468	2137	1639	99	سبع	 
47	0		6	1595	1468	1968	1639	93	وعشرون	 
47	0		6	1330	1468	1595	1639	98	وستمائة	 
47	0		6	1006	1468	1330	1639	99	بمحروسة	 
47	0		6	759	1468	1005	1639	98	دمشق	 
47	0		6	705	1468	759	1639	100		، 
47	0		6	500	1468	705	1639	83	وبيده	
47	0		7	3038	1648	3191	1811	100	صلى	 
47	0		7	2910	1648	3039	1811	97	الله	 
47	0		7	2740	1648	2911	1811	96	عليه	 
47	0		7	2542	1648	2741	1811	99	وسلم	 
47	0		7	2343	1648	2543	1811	100	كتاب	 
47	0		7	2279	1648	2344	1811	97		، 
47	0		7	2098	1648	2280	1811	94	فقال	 
47	0		7	2011	1648	2099	1811	98	لي	 
47	0		7	1946	1648	2011	1811	100		: 
47	0		7	1788	1648	1947	1811	100	هذا	 
47	0		7	1730	1648	1789	1811	91		«
47	0		7	1491	1648	1672	1811	91	تاب	 
47	0		7	1205	1648	1491	1811	100	فصوص	 
47	0		7	930	1648	1205	1811	96	الحكم	» 
47	0		7	743	1648	931	1811	89	خذه	 
47	0		7	498	1648	744	1811	99	واخرج	
47	0		8	3114	1820	3201	1989	99	به	 
47	0		8	2976	1820	3114	1989	99	إلى	 
47	0		8	2757	1820	2976	1989	94	الناس	 
47	0		8	2450	1820	2756	1989	100	ينتفعون	 
47	0		8	2337	1820	2449	1989	99	به	 
47	0		8	2268	1820	2336	1989	100		، 
47	0		8	2049	1820	2267	1989	99	فقلت	 
47	0		8	1998	1820	2048	1989	98		: 
47	0		8	1754	1820	1998	1989	99	المع	 
47	0		8	1447	1820	1753	1989	100	والطاعة	 
47	0		8	1366	1820	1446	1989	100	له	 
47	0		8	1040	1820	1365	1989	99	ولرسوله	 
47	0		8	807	1820	1039	1989	91	وأولي	 
47	0		8	601	1820	807	1989	90	الأمر	 
47	0		8	500	1820	600	1989	98	منا	
47	0		9	3055	1998	3188	2167	72	كما	 
47	0		9	2753	1998	3054	2167	88	أمرنا	 
47	0		9	2659	1998	2754	2167	76		. 
47	0		9	2332	1998	2660	2167	91	فحققنت	 
47	0		9	1977	1998	2332	2167	94	الأمنيـة	 
47	0		9	1623	1998	1978	2167	97	وأخلصت	 
47	0		9	1396	1998	1623	2167	99	النية	 
47	0		9	1088	1998	1395	2167	92	وجردت	 
47	0		9	840	1998	1088	2167	92	القصد	 
47	0		9	594	1998	841	2167	100	والممة	 
47	0		9	493	1998	593	2167	100	إلى	
47	0		10	2968	2176	3201	2352	99	إبراز	 
47	0		10	2708	2176	2967	2352	100	هـذا	 
47	0		10	2378	2176	2707	2352	97	الكتاب	 
47	0		10	2252	2176	2378	2352	99	كما	 
47	0		10	2062	2176	2252	2352	90	حده	 
47	0		10	1961	2176	2061	2352	99	لي	 
47	0		10	1720	2176	1960	2352	90	رسول	 
47	0		10	1593	2176	1719	2352	99	الله	 
47	0		10	1428	2176	1593	2352	100	صلى	 
47	0		10	1301	2176	1428	2352	100	الله	 
47	0		10	1124	2176	1301	2352	100	عليه	 
47	0		10	941	2176	1124	2352	99	وسلم	 
47	0		10	807	2176	940	2352	99	من	 
47	0		10	668	2176	807	2352	100	غير	 
47	0		10	497	2176	668	2352	99	زيادة	
47	0		11	3144	2361	3195	2532	99		(
47	0		11	3028	2361	3079	2532	99		 
47	0		11	2956	2361	3028	2532	99		- 
47	0		11	2822	2361	2957	2532	95	1	) 
47	0		11	2693	2361	2821	2532	96	ولا	 
47	0		11	2422	2361	2693	2532	100	نقصان	 
47	0		11	2345	2361	2422	2532	100		؛ 
47	0		11	2056	2361	2345	2532	95	وسألت	 
47	0		11	1920	2361	2055	2532	99	الله	 
47	0		11	1721	2361	1920	2532	92	تعالى	 
47	0		11	1598	2361	1720	2532	96	أن	 
47	0		11	1366	2361	1598	2532	96	يجعلني	 
47	0		11	1224	2361	1366	2532	99	فيه	 
47	0		11	1070	2361	1224	2532	100	وفي	 
47	0		11	870	2361	1070	2532	96	جميـع	 
47	0		11	593	2361	870	2532	96	أحوالي	 
47	0		11	490	2361	593	2532	100	من	
47	0		12	2967	2541	3195	2715	99	عباده	 
47	0		12	2772	2541	2966	2715	98	الذين	 
47	0		12	2563	2541	2771	2715	99	ليس	 
47	0		12	2236	2541	2562	2715	100	للشيطان	 
47	0		12	1995	2541	2237	2715	99	عليهم	 
47	0		12	1716	2541	1995	2715	100	سطان	 
47	0		12	1656	2541	1715	2715	100		، 
47	0		12	1480	2541	1656	2715	100	وأن	 
47	0		12	1161	2541	1481	2715	99	يخصني	 
47	0		12	1057	2541	1161	2715	94	في	 
47	0		12	848	2541	1057	2715	99	جميع	 
47	0		12	757	2541	848	2715	94	ما	 
47	0		12	496	2541	757	2715	91	يرقمه	
47	0		13	2943	2724	3195	2886	100	بناني	 
47	0		13	2673	2724	2944	2886	95	وينطق	 
47	0		13	2488	2724	2672	2886	87	بـه	 
47	0		13	2269	2724	2487	2886	99	لساني	 
47	0		13	1945	2724	2270	2886	91	وينطوي	 
47	0		13	1715	2724	1946	2886	97	عليه	 
47	0		13	1463	2724	1714	2886	93	جناني	 
47	0		13	1192	2724	1463	2886	100	بالالقاء	 
47	0		13	775	2724	1192	2886	98	السثبوحي	 
47	0		13	498	2724	776	2886	100	والنفث	
47	0		14	2868	2895	3201	3065	96	الروحي	 
47	0		14	2776	2895	2868	3065	99	في	 
47	0		14	2478	2895	2776	3065	97	الروع	 
47	0		14	2174	2895	2478	3065	91	النفسي	 
47	0		14	1897	2895	2173	3065	97	بالتأييد	 
47	0		14	1479	2895	1897	3065	95	الاعتصامي	 
47	0		14	1415	2895	1479	3065	100		؛ 
47	0		14	1259	2895	1416	3065	95	حتى	 
47	0		14	912	2895	1259	3065	100	أكون	 
47	0		14	551	2895	912	3065	100	مترجمـا	 
47	0		14	487	2895	551	3065	100	لا	
47	0		15	2836	3074	3196	3275	100	متحكماً	 
47	0		15	2758	3074	2836	3275	100		، 
47	0		15	2428	3074	2758	3275	88	ليتحقق	 
47	0		15	2284	3074	2428	3275	94	من	 
47	0		15	2050	3074	2284	3275	96	يقف	 
47	0		15	1725	3074	2050	3275	90	عليـه	 
47	0		15	1569	3074	1725	3275	100	من	 
47	0		15	1269	3074	1569	3275	100	أهـل	 
47	0		15	1149	3074	1269	3275	100	الله	 
47	0		15	825	3074	1149	3275	100	أصحاب	 
47	0		15	483	3074	825	3275	100	القـلوب	
48	0		1	1625	101	1747	196	78		- 
48	0		1	1688	101	1689	196	78		( 
48	0		1	1545	101	1757	196	100	8	 
48	0		2	2904	393	3047	555	96	أنه	 
48	0		2	2761	393	2904	555	100	من	 
48	0		2	2599	393	2761	555	96	مقام	 
48	0		2	2286	393	2598	555	98	التقديس	 
48	0		2	2051	393	2285	555	100	المنزه	 
48	0		2	1922	393	2052	555	99	عن	 
48	0		2	1584	393	1921	555	97	الأغراض	 
48	0		2	1557	393	1583	555	99		(
48	0		2	1467	393	1519	555	100		) 
48	0		2	1207	393	1466	555	94	النفسية	 
48	0		2	1057	393	1206	555	95	التي	 
48	0		2	673	393	1057	555	100	يدخلهـا	 
48	0		2	380	393	672	555	96	التلبيس	 
48	0		2	354	393	380	555	99		.
48	0		3	2770	564	3046	720	98	وأرجو	 
48	0		3	2659	564	2771	720	98	أن	 
48	0		3	2384	564	2659	720	87	يكون	 
48	0		3	2190	564	2384	720	100	الحق	 
48	0		3	2161	564	2191	720	99		(
48	0		3	2079	564	2123	720	100		)
48	0		3	1901	564	2042	720	96	مٔا	 
48	0		3	1745	564	1900	720	99	سمع	 
48	0		3	1529	564	1744	720	99	دعاي	 
48	0		3	1416	564	1528	720	99	فد	 
48	0		3	1171	564	1417	720	98	أجاب	 
48	0		3	955	564	1171	720	95	نداي	 
48	0		3	881	564	956	720	73		،؛ 
48	0		3	762	564	882	720	99	فما	 
48	0		3	568	564	763	720	100	ألقي	 
48	0		3	413	564	569	720	100	إلا	 
48	0		3	353	564	412	720	100	ما	
48	0		4	2793	729	3041	891	98	يلقي	 
48	0		4	2613	729	2794	891	98	إلي	 
48	0		4	2515	729	2613	891	100		، 
48	0		4	2372	729	2515	891	100	ولا	 
48	0		4	2155	729	2373	891	99	أنزل	 
48	0		4	2035	729	2155	891	98	في	 
48	0		4	1892	729	2035	891	99	هذا	 
48	0		4	1576	729	1893	891	90	المسطور	 
48	0		4	1419	729	1577	891	85	إلا5	 
48	0		4	1321	729	1419	891	100	ما	 
48	0		4	1111	729	1322	891	99	ينزل	 
48	0		4	999	729	1112	891	84	به	 
48	0		4	841	729	999	891	100	علي	 
48	0		4	780	729	842	891	99		. 
48	0		4	533	729	781	891	93	ولست	 
48	0		4	353	729	533	891	82	بني	
48	0		5	2809	900	3047	1049	98	رسول	 
48	0		5	2475	900	2808	1049	99	ولكني	 
48	0		5	2224	900	2476	1049	86	وارث	 
48	0		5	1899	900	2224	1049	100	ولآخرتي	 
48	0		5	1633	900	1898	1049	99	حارث	 
48	0		5	1606	900	1634	1049	97		.
48	0		6	2270	1058	2466	1197	98	فمن	 
48	0		6	2092	1058	2271	1197	100	الل	 
48	0		6	1615	1058	2092	1197	94	فاسمعوا	 
48	0		6	1385	1058	1615	1197	99	وإلى	 
48	0		6	1206	1058	1385	1197	100	الله	 
48	0		6	919	1058	1207	1197	97	فارجعوا	
48	0		7	2275	1206	2469	1376	99	فإذا	 
48	0		7	2140	1206	2276	1376	100	ما	 
48	0		7	1905	1206	2140	1376	100	سمعتم	 
48	0		7	1629	1206	1905	1376	100	ما	 
48	0		7	1353	1206	1629	1376	100	أتيت	 
48	0		7	1123	1206	1353	1376	100	بـه	 
48	0		7	918	1206	1124	1376	98	فعوا	
48	0		8	2329	1385	2469	1533	100	ثم	 
48	0		8	2055	1385	2329	1533	97	بالفهم	 
48	0		8	1603	1385	2055	1533	92	فصلوا	 
48	0		8	1419	1385	1603	1533	97	مجمل	 
48	0		8	1170	1385	1418	1533	100	القول	 
48	0		8	915	1385	1170	1533	97	واجمعوا	
48	0		9	2333	1542	2470	1692	99	ثم	 
48	0		9	2052	1542	2333	1692	97	منوا	 
48	0		9	1915	1542	2052	1692	100	به	 
48	0		9	1583	1542	1916	1692	97	على	 
48	0		9	1250	1542	1582	1692	100	طالبيـه	 
48	0		9	1100	1542	1249	1692	100	لا	 
48	0		9	917	1542	1100	1692	94	تمنعوا	
48	0		10	2280	1701	2463	1865	96	هذه	 
48	0		10	1940	1701	2279	1865	99	الرحمـة	 
48	0		10	1587	1701	1939	1865	99	التي	 
48	0		10	1188	1701	1587	1865	99	وسعتكم	 
48	0		10	914	1701	1188	1865	99	فوسعوا	
48	0		11	2738	2002	2900	2176	84	ومن	 
48	0		11	2616	2002	2739	2176	99	الله	 
48	0		11	2401	2002	2616	2176	99	أرجو	 
48	0		11	2278	2002	2401	2176	96	أن	 
48	0		11	2048	2002	2279	2176	100	أكون	 
48	0		11	1925	2002	2049	2176	85	من	 
48	0		11	1741	2002	1926	2176	79	أيد	 
48	0		11	1534	2002	1742	2176	93	فتأيد	(
48	0		11	1457	2002	1489	2176	97		)
48	0		11	1227	2002	1427	2176	85	اقيتد	 
48	0		11	943	2002	1228	2176	100	بالشرع	 
48	0		11	667	2002	944	2176	94	المحمدي	 
48	0		11	407	2002	668	2176	97	المطهر	(
48	0		11	353	2002	369	2176	96		)
48	0		12	2806	2185	3037	2343	99	فتقيد	 
48	0		12	2574	2185	2805	2343	96	وقيد	 
48	0		12	2506	2185	2574	2343	100		، 
48	0		12	2206	2185	2505	2343	97	وحشرنا	 
48	0		12	2111	2185	2205	2343	87	في	 
48	0		12	1849	2185	2111	2343	92	زمرته	 
48	0		12	1724	2185	1848	2343	98	كما	 
48	0		12	1517	2185	1723	2343	95	جعلنا	 
48	0		12	1411	2185	1516	2343	100	من	 
48	0		12	1217	2185	1410	2343	96	أمته	 
48	0		12	1148	2185	1216	2343	99		. 
48	0		12	942	2185	1147	2343	95	فأول	 
48	0		12	848	2185	941	2343	100	ما	 
48	0		12	660	2185	847	2343	93	ألقاه	 
48	0		12	435	2185	659	2343	95	المالك	 
48	0		12	353	2185	434	2343	100	على	
48	0		13	2849	2356	3059	2497	100	العبد	 
48	0		13	2736	2356	2850	2497	99	من	 
48	0		13	2561	2356	2737	2497	100	ذلك	 
48	0		13	2533	2356	2562	2497	100		:
48	0		14	2462	2734	3181	2930	69	1	 
48	0		14	2252	2734	2463	2930	95	1	- 
48	0		14	2069	2734	2253	2930	100	فص	 
48	0		14	1789	2734	2068	2930	100	حكمة	 
48	0		14	1481	2734	1788	2930	93	إلهيةفي	 
48	0		14	1158	2734	1482	2930	98	كلمـة	 
48	0		14	931	2734	1158	2930	99	آدمية	 
48	0		14	904	2734	930	2930	98		(
48	0		14	834	2734	870	2930	100		)
48	0		15	2799	3055	2900	3214	98	لما	 
48	0		15	2663	3055	2800	3214	100	شاء	 
48	0		15	2467	3055	2663	3214	99	الحق	 
48	0		15	2177	3055	2468	3214	96	سبحانه	 
48	0		15	2065	3055	2178	3214	100	من	 
48	0		15	1863	3055	2065	3214	90	حيث	 
48	0		15	1603	3055	1864	3214	96	أسماؤه	 
48	0		15	1378	3055	1603	3214	93	الحسنى	 
48	0		15	1236	3055	1378	3214	96	التي	 
48	0		15	1147	3055	1236	3214	100	لا	 
48	0		15	928	3055	1147	3214	100	يبلغها	 
48	0		15	631	3055	928	3214	100	الاحصاء	 
48	0		15	590	3055	631	3214	100		(
48	0		15	353	3055	543	3214	98	س	)
48	0		16	3037	3223	3184	3383	82	2	 
48	0		16	2918	3223	3037	3383	95	أن	 
48	0		16	2771	3223	2918	3383	98	يرى	 
48	0		16	2525	3223	2771	3383	97	أعيانها	(
48	0		16	2406	3223	2483	3383	100		)،
48	0		16	2252	3223	2364	3383	98	إن	 
48	0		16	1930	3223	2252	3383	90	شئتقلت	 
48	0		16	1832	3223	1930	3383	94	أن	 
48	0		16	1684	3223	1832	3383	95	يرى	 
48	0		16	1523	3223	1684	3383	99	عينه	 
48	0		16	1488	3223	1523	3383	100		،
48	0		16	1397	3223	1467	3383	94	ي	 
48	0		16	1033	3223	1397	3383	94	كونجامع	 
48	0		16	640	3223	1033	3383	98	يحصرالأمر	 
48	0		16	444	3223	640	3383	100	كه	(
48	0		16	353	3223	409	3383	60		)،
48	0		17	2773	3392	3040	3538	95	لكونه	 
48	0		17	2529	3392	2773	3538	98	متصفاً	 
48	0		17	2229	3392	2530	3538	90	بالوجود	،
48	0		17	1974	3392	2189	3538	99	يظهر	 
48	0		17	1872	3392	1974	3538	93	به	 
48	0		17	1673	3392	1872	3538	99	سره	 
48	0		17	1526	3392	1674	3538	98	إليه	 
48	0		17	1464	3392	1527	3538	100		: 
48	0		17	1339	3392	1464	3538	99	فإن	 
48	0		17	1175	3392	1340	3538	98	رؤية	 
48	0		17	953	3392	1175	3538	100	الشيء	 
48	0		17	761	3392	954	3538	93	نفسه	 
48	0		17	540	3392	761	3538	99	بنفسه	 
48	0		17	449	3392	540	3538	86	ما	 
48	0		17	353	3392	449	3538	88	هي	
48	0		18	2866	3547	3035	3722	97	مثل	 
48	0		18	2658	3547	2867	3722	99	رؤيته	 
48	0		18	2637	3547	2657	3722	100		(
48	0		18	2529	3547	2597	3722	96		) 
48	0		18	2285	3547	2529	3722	100	نفسه	 
48	0		18	2212	3547	2286	3722	100	في	 
48	0		18	2049	3547	2211	3722	86	أمر	 
48	0		18	1866	3547	2049	3722	90	آخر	 
48	0		18	1630	3547	1867	3722	96	يكون	 
48	0		18	1522	3547	1630	3722	95	له	 
48	0		18	1285	3547	1522	3722	96	كالمرآة	 
48	0		18	1231	3547	1286	3722	96		؛ 
48	0		18	1063	3547	1232	3722	93	فإنه	 
48	0		18	779	3547	1062	3722	91	يظهرله	 
48	0		18	609	3547	778	3722	91	نفسه	 
48	0		18	353	3547	610	3722	89	فيصورة	
49	0		1	1777	99	1887	210	100		 
49	0		1	1825	99	1871	210	99	49	 
49	0		1	1665	99	1937	210	50		-
49	0		2	2965	321	3205	493	97	يعطيها	 
49	0		2	2775	321	2964	493	91	المحل	 
49	0		2	2502	321	2774	493	100	المنظور	 
49	0		2	2369	321	2501	493	100	فيه	 
49	0		2	2280	321	2368	493	99	ما	 
49	0		2	2204	321	2279	493	100	لم	 
49	0		2	2001	321	2203	493	100	يكن	 
49	0		2	1798	321	2000	493	97	يظهر	 
49	0		2	1703	321	1797	493	91	له	 
49	0		2	1595	321	1702	493	96	من	 
49	0		2	1252	321	1595	493	99	غيروجود	 
49	0		2	1113	321	1252	493	99	هذا	 
49	0		2	935	321	1112	493	100	المحل	 
49	0		2	618	321	935	493	94	ولاتجليه	 
49	0		2	523	321	618	493	98	له	.
49	0		3	3034	520	3198	709	99	وقد	 
49	0		3	2893	520	3035	709	90	كان	 
49	0		3	2702	520	2893	709	94	الحق	 
49	0		3	2432	520	2701	709	96	سبحانه	(
49	0		3	2326	520	2389	709	100		) 
49	0		3	2198	520	2326	709	100	أو	 
49	0		3	2071	520	2199	709	93	جد	 
49	0		3	1879	520	2071	709	89	العالم	 
49	0		3	1752	520	1879	709	98	كله	 
49	0		3	1511	520	1751	709	99	وجود	 
49	0		3	1326	520	1510	709	89	شبح	 
49	0		3	1064	520	1326	709	100	مسوى	 
49	0		3	1035	520	1064	709	100		(
49	0		3	950	520	1000	709	100		) 
49	0		3	851	520	951	709	83	لا	 
49	0		3	667	520	851	709	99	روح	 
49	0		3	547	520	667	709	99	فيه	 
49	0		3	518	520	546	709	91		،
49	0		4	3009	720	3205	906	89	فكان	 
49	0		4	2790	720	3008	906	98	كمرآة	 
49	0		4	2646	720	2790	906	86	غير	 
49	0		4	2420	720	2647	906	99	مجلوة	 
49	0		4	2368	720	2421	906	96		. 
49	0		4	2195	720	2368	906	99	ومن	 
49	0		4	2028	720	2194	906	100	شأن	 
49	0		4	1787	720	2029	906	92	الخكم	 
49	0		4	1546	720	1788	906	94	الإلهي	 
49	0		4	1433	720	1547	906	85	أنه	 
49	0		4	1336	720	1433	906	100	ما	 
49	0		4	1132	720	1335	906	93	سؤى	 
49	0		4	973	720	1132	906	98	محل	 
49	0		4	860	720	974	906	79	إلا	 
49	0		4	611	720	861	906	91	ويقبل	 
49	0		4	582	720	612	906	69		(
49	0		4	363	720	544	906	100		) 
49	0		4	333	720	363	906	99	3	
49	0		5	2993	947	3205	1122	83	روحاً	 
49	0		5	2779	947	2992	1122	95	إلهياً	 
49	0		5	2604	947	2779	1122	100	عبر	 
49	0		5	2460	947	2603	1122	98	عنه	 
49	0		5	2209	947	2459	1122	100	بالنفخ	 
49	0		5	2096	947	2208	1122	89	فيه	 
49	0		5	2033	947	2095	1122	94		؛ 
49	0		5	1876	947	2032	1122	90	وما	 
49	0		5	1750	947	1875	1122	91	هو	 
49	0		5	1631	947	1750	1122	98	إلا	 
49	0		5	1374	947	1631	1122	100	حصول	 
49	0		5	991	947	1373	1122	97	الاستعداد	 
49	0		5	910	947	990	1122	98	من	 
49	0		5	514	947	909	1122	99	تلكالصورة	
49	0		6	2961	1159	3205	1340	99	المسواة	 
49	0		6	2731	1159	2961	1340	94	لقبول	 
49	0		6	2487	1159	2731	1340	100	الفيض	 
49	0		6	2243	1159	2487	1340	98	التجلي	 
49	0		6	2214	1159	2243	1340	99		(
49	0		6	2114	1159	2178	1340	100		) 
49	0		6	1913	1159	2114	1340	98	الدائم	 
49	0		6	1712	1159	1913	1340	91	الذي	 
49	0		6	1640	1159	1712	1340	99	لم	 
49	0		6	1490	1159	1640	1340	90	يزل	 
49	0		6	1360	1159	1489	1340	96	ولا	 
49	0		6	1195	1159	1360	1340	99	يزال	 
49	0		6	1131	1159	1195	1340	100		. 
49	0		6	850	1159	1130	1340	94	ومابقي	 
49	0		6	743	1159	851	1340	92	إلا	 
49	0		6	513	1159	742	1340	89	قابل	،
49	0		7	2942	1363	3198	1538	99	والقابل	 
49	0		7	2852	1363	2942	1538	99	لا	 
49	0		7	2610	1363	2852	1538	98	يكون	 
49	0		7	2486	1363	2610	1538	99	إلا	 
49	0		7	2382	1363	2486	1538	92	من	 
49	0		7	2167	1363	2382	1538	97	فيضه	 
49	0		7	1891	1363	2167	1538	90	الأقدس	 
49	0		7	1828	1363	1891	1538	85		. 
49	0		7	1600	1363	1829	1538	96	فالأرر	 
49	0		7	1573	1363	1600	1538	98		(
49	0		7	1482	1363	1538	1538	100		)
49	0		7	1344	1363	1441	1538	100	له	 
49	0		7	1213	1363	1344	1538	100	منه	 
49	0		7	1157	1363	1213	1538	100		، 
49	0		7	860	1363	1157	1538	96	ابتداؤه	 
49	0		7	549	1363	860	1538	98	وانتهاؤه	 
49	0		7	514	1363	549	1538	100		،
49	0		8	3142	1547	3191	1731	98		 
49	0		8	2931	1547	3142	1731	92	وإليه	 
49	0		8	2727	1547	2931	1731	85	يرجع	 
49	0		8	2530	1547	2727	1731	100	الأمر	 
49	0		8	2376	1547	2530	1731	99	كله	» 
49	0		8	2305	1547	2376	1731	94		، 
49	0		8	2221	1547	2305	1731	86	كما	 
49	0		8	2017	1547	2221	1731	95	ابتدأ	 
49	0		8	1891	1547	2017	1731	96	منه	 
49	0		8	1820	1547	1891	1731	98		. 
49	0		8	1771	1547	1820	1731	86		(
49	0		8	1525	1547	1687	1731	94	ا	) 
49	0		8	1237	1547	1525	1731	100	فاقتضى	 
49	0		8	1012	1547	1237	1731	99	الأمر	 
49	0		8	850	1547	1012	1731	94	جلاء	 
49	0		8	541	1547	850	1731	98	مرآتالعالم	 
49	0		8	513	1547	541	1731	55		،
49	0		9	2977	1740	3199	1909	99	فـكان	 
49	0		9	2825	1740	2977	1909	97	آدم	 
49	0		9	2653	1740	2825	1909	98	عين	 
49	0		9	2476	1740	2654	1909	99	جلاء	 
49	0		9	2304	1740	2475	1909	99	تلك	 
49	0		9	2069	1740	2304	1909	94	المرآة	 
49	0		9	1822	1740	2069	1909	90	وروح	 
49	0		9	1657	1740	1821	1909	100	تلك	 
49	0		9	1390	1740	1656	1909	89	الصورة	 
49	0		9	1320	1740	1389	1909	100		، 
49	0		9	1072	1740	1319	1909	100	وكانت	 
49	0		9	774	1740	1072	1909	94	الملاثٔكة	 
49	0		9	685	1740	773	1909	100	من	 
49	0		9	507	1740	684	1909	94	بعض	
49	0		10	3024	1918	3199	2087	99	قوى	 
49	0		10	2854	1918	3023	2087	100	تلك	 
49	0		10	2607	1918	2853	2087	99	الصورة	 
49	0		10	2483	1918	2606	2087	98	التي	 
49	0		10	2345	1918	2483	2087	89	هي	 
49	0		10	2151	1918	2346	2087	99	صورة	 
49	0		10	1995	1918	2150	2087	92	العالم	 
49	0		10	1675	1918	1994	2087	95	المعبرعنه	 
49	0		10	1604	1918	1675	2087	99	في	 
49	0		10	1154	1918	1603	2087	98	اصطلاحالقوم	 
49	0		10	1128	1918	1154	2087	100		«
49	0		10	516	1918	1102	2087	98	الإنسانالكبير	».
49	0		11	2908	2096	3199	2257	98	فكانت	 
49	0		11	2611	2096	2908	2257	98	الملائكة	 
49	0		11	2273	2096	2610	2257	90	لهكالقوى	 
49	0		11	1908	2096	2272	2257	98	الروحانية	 
49	0		11	1624	2096	1907	2257	93	والحسية	 
49	0		11	1495	2096	1624	2257	96	التي	 
49	0		11	1408	2096	1496	2257	79	في	 
49	0		11	1178	2096	1407	2257	100	النشأة	 
49	0		11	854	2096	1178	2257	96	الإنسانية	 
49	0		11	819	2096	853	2257	100		. 
49	0		11	630	2096	820	2257	99	فكل	 
49	0		11	367	2096	631	2257	100	قوة	 
49	0		11	333	2096	367	2257	100	4	
49	0		12	2594	2266	3205	2452	96	منهامحجوبةبنفسها	 
49	0		12	2497	2266	2594	2452	100	لا	 
49	0		12	2358	2266	2497	2452	88	ترى	 
49	0		12	2150	2266	2358	2452	93	أفضل	 
49	0		12	2032	2266	2150	2452	91	من	 
49	0		12	1845	2266	2032	2452	96	ذاتها	 
49	0		12	1782	2266	1845	2452	100		، 
49	0		12	1574	2266	1782	2452	100	وأن	 
49	0		12	1414	2266	1574	2452	92	فيها	 
49	0		12	1352	2266	1414	2452	88		، 
49	0		12	1213	2266	1352	2452	97	فيما	 
49	0		12	1012	2266	1213	2452	99	تزعم	 
49	0		12	956	2266	1012	2452	96		، 
49	0		12	692	2266	956	2452	95	الأهلية	 
49	0		12	505	2266	692	2452	100	لكل	
49	0		13	2944	2473	3206	2652	99	منصب	 
49	0		13	2772	2473	2945	2652	100	عال	 
49	0		13	2523	2473	2773	2652	98	ومنزلة	 
