level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	2	2	0	0	249	643	1355	972	-1	
4	1	2	2	1	0	259	643	1271	79	-1	
5	1	2	2	1	1	1485	650	45	46	96	أما
5	1	2	2	1	2	1412	674	54	35	54	بعد
5	1	2	2	1	3	1367	637	34	89	54	_
5	1	2	2	1	4	1286	660	63	58	80	فإين
5	1	2	2	1	5	1175	648	93	63	93	رأيت
5	1	2	2	1	6	1044	662	103	44	96	رسول
5	1	2	2	1	7	982	652	42	43	89	اهلل
5	1	2	2	1	8	898	663	68	49	86	صىل
5	1	2	2	1	9	837	653	44	41	86	اهلل
5	1	2	2	1	10	752	660	69	55	93	عليه
5	1	2	2	1	11	659	663	72	59	69	وسلم
5	1	2	2	1	12	609	657	31	60	96	يف
5	1	2	2	1	13	452	657	140	56	16	برشة
5	1	2	2	1	14	309	643	129	75	15	أريتـما
5	1	2	2	1	15	259	657	30	59	92	يف
4	1	2	2	2	0	258	743	1346	70	-1	
5	1	2	2	2	1	1511	750	93	52	91	العرس
5	1	2	2	2	2	1390	743	104	56	92	اآلخر
5	1	2	2	2	3	1325	764	50	37	93	من
5	1	2	2	2	4	1234	759	73	51	82	حمرم
5	1	2	2	2	5	1161	739	53	83	70	_
5	1	2	2	2	6	1091	751	59	34	75	سنة
5	1	2	2	2	7	1002	771	69	42	95	سبع
5	1	2	2	2	8	827	756	158	45	74	وعرسون
5	1	2	2	2	9	689	750	111	45	27	وسقائة
5	1	2	2	2	10	526	751	142	50	83	مبحروسة
5	1	2	2	2	11	399	755	107	44	90	دمسق
5	1	2	2	2	12	371	753	14	25	68	6
5	1	2	2	2	13	258	762	98	43	95	وبيده
4	1	2	2	3	0	257	831	1345	69	-1	
5	1	2	2	3	1	1537	842	65	50	91	صىل
5	1	2	2	3	2	1478	833	42	43	76	اهلل
5	1	2	2	3	3	1393	840	68	56	88	عليه
5	1	2	2	3	4	1300	842	73	58	9	وسام
5	1	2	2	3	5	1163	832	118	55	59	كتاب»
5	1	2	2	3	6	1067	840	77	41	93	فقال
5	1	2	2	3	7	1020	844	29	54	79	يل
5	1	2	2	3	8	922	840	56	34	92	هذا
5	1	2	2	3	9	766	831	99	56	92	كتاب
5	1	2	2	3	10	624	841	123	44	95	فصوص
5	1	2	2	3	11	522	833	82	66	53	احجلـع
5	1	2	2	3	12	397	839	75	37	89	خذه
5	1	2	2	3	13	257	839	120	58	96	واخرج
4	1	2	2	4	0	258	916	1344	76	-1	
5	1	2	2	4	1	1573	943	29	36	96	به
5	1	2	2	4	2	1508	930	44	49	66	إىل
5	1	2	2	4	3	1392	930	92	49	96	الناس
5	1	2	2	4	4	1242	934	135	47	77	ينتفعون
5	1	2	2	4	5	1195	944	29	34	92	به
5	1	2	2	4	6	1158	934	12	23	89	>
5	1	2	2	4	7	1048	929	87	37	95	فقلت
5	1	2	2	4	8	899	929	95	63	93	السمع
5	1	2	2	4	9	751	927	129	47	95	والطاعة
5	1	2	2	4	10	701	922	30	42	91	هلل
5	1	2	2	4	11	543	926	139	54	93	ولرسوله
5	1	2	2	4	12	425	917	96	71	63	وأويل
5	1	2	2	4	13	322	916	83	61	15	المر
5	1	2	2	4	14	258	928	47	36	96	منا
4	1	2	2	5	0	254	1002	1347	72	-1	
5	1	2	2	5	1	1553	1012	48	55	81	كام
5	1	2	2	5	2	1422	1002	102	66	42	أمانا
5	1	2	2	5	3	1368	1048	9	9	85	.
5	1	2	2	5	4	1190	1014	142	40	10	فحقظت
5	1	2	2	5	5	1023	1005	138	69	51	األمنيــة
5	1	2	2	5	6	826	1007	164	57	90	وأخلصت
5	1	2	2	5	7	731	1019	77	54	77	الثيـة
5	1	2	2	5	8	557	1031	144	38	91	وجردت
5	1	2	2	5	9	444	1018	98	36	92	القصد
5	1	2	2	5	10	325	1016	101	47	80	واهلمة
5	1	2	2	5	11	254	1017	47	49	86	إىل
4	1	2	2	6	0	256	1095	1345	76	-1	
5	1	2	2	6	1	1520	1109	81	54	89	إبراز
5	1	2	2	6	2	1369	1108	122	39	78	هـــذا
5	1	2	2	6	3	1217	1102	135	56	96	الكتاب
5	1	2	2	6	4	1151	1101	48	55	93	كام
5	1	2	2	6	5	1049	1123	84	23	76	حده
5	1	2	2	6	6	1000	1112	31	56	88	يل
5	1	2	2	6	7	879	1109	105	47	96	رسول
5	1	2	2	6	8	817	1101	44	43	91	اهلل
5	1	2	2	6	9	734	1110	68	50	89	صىل
5	1	2	2	6	10	675	1095	41	49	83	اهلل
5	1	2	2	6	11	586	1108	70	57	93	عليه
5	1	2	2	6	12	492	1111	73	60	34	وسام
5	1	2	2	6	13	425	1122	50	37	96	من
5	1	2	2	6	14	356	1108	53	56	92	غري
5	1	2	2	6	15	256	1107	81	52	89	زيادة
4	1	2	2	7	0	253	1186	1345	74	-1	
5	1	2	2	7	1	1587	1203	11	46	86	(
5	1	2	2	7	2	1545	1211	19	30	76	«
5	1	2	2	7	3	1495	1223	20	5	96	-
5	1	2	2	7	4	1466	1199	9	36	67	|
5	1	2	2	7	5	1434	1203	10	46	67	)
5	1	2	2	7	6	1361	1196	49	48	95	وال
5	1	2	2	7	7	1235	1198	109	38	94	نقصان
5	1	2	2	7	8	1201	1203	14	34	89	؟
5	1	2	2	7	9	1050	1189	120	54	96	وسألت
5	1	2	2	7	10	985	1190	43	43	90	اهلل
5	1	2	2	7	11	880	1199	80	48	89	تعاىل
5	1	2	2	7	12	819	1186	41	49	93	أن
5	1	2	2	7	13	701	1198	102	59	82	جمعلين
5	1	2	2	7	14	634	1200	49	54	90	فيه
5	1	2	2	7	15	558	1195	57	60	87	ويف
5	1	2	2	7	16	453	1210	88	50	56	مجيـع
5	1	2	2	7	17	319	1186	116	70	92	أحوايل
5	1	2	2	7	18	253	1212	49	36	93	من
4	1	2	2	8	0	256	1276	1347	74	-1	
5	1	2	2	8	1	1512	1288	91	54	94	عباده
5	1	2	2	8	2	1402	1284	77	62	83	الذني
5	1	2	2	8	3	1313	1285	70	56	92	ليس
5	1	2	2	8	4	1142	1284	139	59	86	للسيطان
5	1	2	2	8	5	1034	1287	91	62	93	عليهم
5	1	2	2	8	6	899	1285	100	41	91	سطان
5	1	2	2	8	7	851	1293	12	23	75	>
5	1	2	2	8	8	763	1276	67	56	96	وأن
5	1	2	2	8	9	601	1290	135	56	35	خيـصين
5	1	2	2	8	10	553	1284	30	60	92	يف
5	1	2	2	8	11	447	1299	87	51	86	مجيع
5	1	2	2	8	12	399	1287	30	36	93	ما
5	1	2	2	8	13	256	1288	124	51	22	يرقـمه
4	1	2	2	9	0	257	1369	1336	67	-1	
5	1	2	2	9	1	1499	1378	94	56	88	بناين
5	1	2	2	9	2	1351	1373	118	56	93	وينطق
5	1	2	2	9	3	1279	1390	55	34	71	بــه
5	1	2	2	9	4	1155	1375	87	61	75	لساين
5	1	2	2	9	5	993	1374	144	62	91	وينطوي
5	1	2	2	9	6	905	1376	70	57	93	عليه
5	1	2	2	9	7	765	1377	98	57	35	جناي
5	1	2	2	9	8	626	1373	107	53	80	باللقاء
5	1	2	2	9	9	422	1369	174	66	52	المشيـوحي
5	1	2	2	9	10	257	1376	136	47	40	والتفب
4	1	2	2	10	0	251	1455	1353	71	-1	
5	1	2	2	10	1	1470	1466	134	60	95	الروحي
5	1	2	2	10	2	1407	1464	31	61	84	يي
5	1	2	2	10	3	1266	1457	122	68	62	الروع
5	1	2	2	10	4	1121	1466	118	59	92	النفسي
5	1	2	2	10	5	971	1458	117	65	0	التأييد
5	1	2	2	10	6	767	1462	184	64	90	االعتصامي
5	1	2	2	10	7	733	1472	13	35	87	؟
5	1	2	2	10	8	649	1477	65	41	68	حىتى
5	1	2	2	10	9	482	1455	146	60	53	أكو
5	1	2	2	10	10	294	1461	169	51	19	مرتمجــ
5	1	2	2	10	11	251	1462	25	39	92	ال
4	1	2	2	11	0	249	1544	1352	71	-1	
5	1	2	2	11	1	1457	1549	144	44	0	متحكم
5	1	2	2	11	2	1412	1561	12	25	96	>
5	1	2	2	11	3	1251	1555	124	57	44	البتحقق
5	1	2	2	11	4	1173	1571	46	36	92	من
5	1	2	2	11	5	1064	1560	78	47	96	يقف
5	1	2	2	11	6	899	1556	133	56	75	عليـــه
5	1	2	2	11	7	817	1572	50	35	96	من
5	1	2	2	11	8	667	1546	117	69	81	أهـل
5	1	2	2	11	9	594	1549	42	42	54	اهل
5	1	2	2	11	10	437	1544	135	62	95	أصحاب
5	1	2	2	11	11	249	1556	161	49	16	القـاوب.
