level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	2	1	2	3	1125	1103	131	56	35	وحسرنا
5	1	2	1	2	4	1068	1100	39	67	96	يف
5	1	2	1	2	5	1038	1113	19	38	81	ز
5	1	2	1	2	6	964	1112	46	43	47	0
5	1	2	1	2	7	891	1096	32	61	65	كام
5	1	2	1	2	8	766	1103	103	58	94	جعلنا
5	1	2	1	2	9	709	1116	51	43	96	من
5	1	2	1	2	10	618	1091	81	61	90	أمته
5	1	2	1	2	11	601	1136	8	9	95	.
5	1	2	1	2	12	494	1095	83	62	96	فأول
5	1	2	1	2	13	430	1104	44	49	95	ما
5	1	2	1	2	14	350	1092	72	60	83	ألقا
5	1	2	1	2	15	219	1099	109	54	46	اهلاذلك
5	1	2	1	2	16	166	1104	60	56	85	عىل
4	1	2	1	3	0	1275	1181	249	62	-1	
5	1	2	1	3	1	1432	1181	92	62	88	العبد
5	1	2	1	3	2	1374	1194	52	45	94	من
5	1	2	1	3	3	1305	1181	65	53	96	ذلك
5	1	2	1	3	4	1275	1201	7	23	82	:
2	1	3	0	0	0	486	1378	749	80	-1	
3	1	3	1	0	0	425	1376	810	82	-1	
4	1	3	1	1	0	486	1378	749	80	-1	
5	1	3	1	1	1	1223	1401	12	37	80	!
5	1	3	1	1	2	1148	1427	54	7	58	__
5	1	3	1	1	3	1051	1393	82	59	72	فض
5	1	3	1	1	4	911	1370	141	98	72	حكمة
5	1	3	1	1	5	813	1370	88	98	82	إهلية
5	1	3	1	1	6	751	1370	56	98	90	يف
5	1	3	1	1	7	580	1370	166	98	58	كلمــة
5	1	3	1	1	8	476	1370	105	98	54	أدمكة
5	1	3	1	1	9	425	1376	47	30	55	!؟
2	1	4	0	0	0	178	1536	1343	309	-1	
3	1	4	1	0	0	178	1536	1343	309	-1	
4	1	4	1	1	0	180	1536	1269	66	-1	
5	1	4	1	1	1	1426	1544	23	36	81	ملا
5	1	4	1	1	2	1343	1544	63	37	96	ساء
5	1	4	1	1	3	1257	1539	75	55	88	احلق
5	1	4	1	1	4	1116	1545	122	52	87	سبحانه
5	1	4	1	1	5	1058	1562	35	33	93	بن
5	1	4	1	1	6	954	1566	86	36	86	حيب
5	1	4	1	1	7	821	1536	108	56	0	أمماؤه
5	1	4	1	1	8	704	1541	97	54	54	احلمىن
5	1	4	1	1	9	637	1545	52	52	67	اليت
5	1	4	1	1	10	594	1543	23	38	93	ال
5	1	4	1	1	11	485	1546	92	54	55	يملفها
5	1	4	1	1	12	180	1545	285	52	38	االحضاء(عــب)
4	1	4	1	2	0	199	1609	1321	84	-1	
5	1	4	1	2	1	1478	1612	42	51	96	أن
5	1	4	1	2	2	1395	1610	66	76	90	برى
5	1	4	1	2	3	1281	1610	107	76	36	أعماهنا
5	1	4	1	2	4	1233	1621	45	23	50	)
5	1	4	1	2	5	1186	1647	19	23	95	و
5	1	4	1	2	6	1139	1627	39	49	93	إن
5	1	4	1	2	7	1054	1627	77	36	0	ست
5	1	4	1	2	8	978	1611	72	76	93	قلت
5	1	4	1	2	9	925	1615	40	49	93	أن
5	1	4	1	2	10	854	1611	66	76	69	يرى
5	1	4	1	2	11	778	1611	77	76	21	عينه
5	1	4	1	2	12	714	1609	33	84	92	يف
5	1	4	1	2	13	620	1609	85	84	93	كون
5	1	4	1	2	14	515	1609	103	84	95	جامع
5	1	4	1	2	15	436	1609	74	84	25	حبرص
5	1	4	1	2	16	331	1609	97	84	69	األمر
5	1	4	1	2	17	199	1615	122	65	9	كله"
4	1	4	1	3	0	178	1698	1341	64	-1	
5	1	4	1	3	1	1413	1699	106	53	95	لكونه
5	1	4	1	3	2	1287	1698	105	44	43	متصف
5	1	4	1	3	3	1123	1694	147	72	53	بالوجود
5	1	4	1	3	4	1008	1694	108	72	26	ويظهر
5	1	4	1	3	5	961	1719	30	37	96	به
5	1	4	1	3	6	877	1704	63	53	82	سر"
5	1	4	1	3	7	780	1705	59	57	68	إليه
5	1	4	1	3	8	750	1694	18	72	55	:
5	1	4	1	3	9	603	1707	134	50	49	فإنرؤية
5	1	4	1	3	10	518	1708	73	51	52	اليس
5	1	4	1	3	11	404	1711	77	31	92	نفسه
5	1	4	1	3	12	292	1713	101	43	95	بنفسه
5	1	4	1	3	13	247	1708	29	34	95	ما
5	1	4	1	3	14	178	1723	53	35	95	هي
4	1	4	1	4	0	179	1775	1342	70	-1	
5	1	4	1	4	1	1454	1788	67	50	92	ممل
5	1	4	1	4	2	1342	1793	94	44	49	رويته
5	1	4	1	4	3	1276	1771	40	78	46	_
5	1	4	1	4	4	1185	1782	77	40	0	نفسا:
5	1	4	1	4	5	1053	1775	92	69	3	يأمر
5	1	4	1	4	6	956	1782	75	53	84	آخر
5	1	4	1	4	7	831	1782	108	57	95	يكون
5	1	4	1	4	8	788	1786	24	38	95	له
5	1	4	1	4	9	639	1783	140	52	40	كالرآة}
5	1	4	1	4	10	575	1788	43	50	71	فإذا
5	1	4	1	4	11	433	1784	103	61	38	يظشور
5	1	4	1	4	12	389	1771	45	78	18	له
5	1	4	1	4	13	306	1771	84	78	18	نفسه
5	1	4	1	4	14	179	1784	357	61	14	صورة
1	2	0	0	0	0	0	0	1774	2658	-1	
2	2	1	0	0	0	187	60	1342	1316	-1	
3	2	1	1	0	0	776	60	153	32	-1	
4	2	1	1	1	0	776	60	153	32	-1	
5	2	1	1	1	1	884	30	18	69	22	-
5	2	1	1	1	2	829	60	100	32	22	هه
5	2	1	1	1	3	776	73	32	6	92	-
3	2	1	2	0	0	663	168	790	67	-1	
4	2	1	2	1	0	663	168	790	67	-1	
5	2	1	2	1	1	1401	152	52	95	92	ثم
5	2	1	2	1	2	1282	152	120	95	92	حكمة
5	2	1	2	1	3	1151	152	129	95	74	جلالية
5	2	1	2	1	4	1098	152	52	95	93	في
5	2	1	2	1	5	1009	152	90	95	92	كامة
5	2	1	2	1	6	878	152	132	95	20	ججياوية
5	2	1	2	1	7	837	178	42	45	50	(*
5	2	1	2	1	8	795	197	25	6	77	-
5	2	1	2	1	9	730	196	36	15	54	ب
5	2	1	2	1	10	698	178	11	46	96	)
5	2	1	2	1	11	663	202	8	8	89	.
3	2	1	3	0	0	819	257	634	67	-1	
4	2	1	3	1	0	819	257	634	67	-1	
5	2	1	3	1	1	1408	255	42	73	85	ثم
5	2	1	3	1	2	1298	259	155	65	58	حكمة
5	2	1	3	1	3	1155	260	124	61	85	مالكية
5	2	1	3	1	4	1093	253	42	73	93	في
5	2	1	3	1	5	1016	257	119	65	73	كامة
5	2	1	3	1	6	850	257	147	58	36	زكرياوية
5	2	1	3	1	7	819	293	10	10	93	.
3	2	1	4	0	0	851	347	602	67	-1	
4	2	1	4	1	0	851	347	602	67	-1	
5	2	1	4	1	1	1426	373	27	41	83	م
5	2	1	4	1	2	1298	348	107	43	59	حكمة
5	2	1	4	1	3	1158	355	120	56	76	إيناسية
5	2	1	4	1	4	1107	352	31	60	93	في
5	2	1	4	1	5	1024	347	68	42	50	كلمة
5	2	1	4	1	6	885	352	119	58	91	إلياسية
5	2	1	4	1	7	851	383	8	9	91	.
3	2	1	5	0	0	846	436	608	67	-1	
4	2	1	5	1	0	846	436	608	67	-1	
5	2	1	5	1	1	1427	462	27	41	79	مم
5	2	1	5	1	2	1299	438	110	43	28	حكمة
5	2	1	5	1	3	1138	445	141	54	72	إحسائية
5	2	1	5	1	4	1087	442	32	59	93	في
5	2	1	5	1	5	999	436	69	43	49	كلمة
5	2	1	5	1	6	880	442	98	57	48	لقمنية
5	2	1	5	1	7	846	473	10	9	88	.
3	2	1	6	0	0	844	526	610	67	-1	
4	2	1	6	1	0	844	526	610	67	-1	
5	2	1	6	1	1	1405	521	53	76	84	ثم
5	2	1	6	1	2	1300	526	154	67	66	حكمة
5	2	1	6	1	3	1174	534	106	55	31	إمامة
5	2	1	6	1	4	1122	531	31	59	95	في
5	2	1	6	1	5	1033	527	68	42	39	كلمة
5	2	1	6	1	6	877	533	137	56	87	هارونية
5	2	1	6	1	7	844	562	10	9	91	.
3	2	1	7	0	0	889	616	565	66	-1	
4	2	1	7	1	0	889	616	565	66	-1	
5	2	1	7	1	1	1410	612	43	75	92	سم
5	2	1	7	1	2	1288	612	118	75	80	ححكمة
5	2	1	7	1	3	1185	612	94	75	93	علوية
5	2	1	7	1	4	1128	612	53	75	96	في
5	2	1	7	1	5	1039	612	90	75	88	كامة
5	2	1	7	1	6	908	612	132	75	91	موسوية
5	2	1	7	1	7	889	652	8	8	75	.
3	2	1	8	0	0	864	705	590	66	-1	
4	2	1	8	1	0	864	705	590	66	-1	
5	2	1	8	1	1	1427	730	24	41	69	م
5	2	1	8	1	2	1299	700	105	75	55	حكمة
5	2	1	8	1	3	1169	700	104	75	76	حمدية
5	2	1	8	1	4	1150	700	20	75	26	:
5	2	1	8	1	5	1061	700	45	75	94	في
5	2	1	8	1	6	967	700	86	75	43	كلمة
5	2	1	8	1	7	850	700	114	75	88	خالدية
3	2	1	9	0	0	856	793	598	67	-1	
4	2	1	9	1	0	856	793	598	67	-1	
5	2	1	9	1	1	1400	789	54	75	57	ثم
5	2	1	9	1	2	1283	789	118	75	75	حكمة
5	2	1	9	1	3	1175	789	103	75	84	فردية
5	2	1	9	1	4	1128	789	48	75	28	=
5	2	1	9	1	5	1080	789	44	75	91	في
5	2	1	9	1	6	978	789	81	75	54	كلمة
5	2	1	9	1	7	875	789	95	75	56	مححدية
5	2	1	9	1	8	856	831	9	9	78	.
3	2	1	10	0	0	187	930	1342	362	-1	
4	2	1	10	1	0	187	930	1267	66	-1	
5	2	1	10	1	1	1361	931	93	55	88	وفص
5	2	1	10	1	2	1288	926	64	74	93	كل
5	2	1	10	1	3	1177	930	111	43	86	حكمة
5	2	1	10	1	4	1056	930	103	42	86	الكامة
5	2	1	10	1	5	986	936	52	60	85	اليت
5	2	1	10	1	6	828	932	139	53	88	تنسب"
