level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	11	1	1	2	8	1084	509	78	68	81	فافهم
5	11	1	1	2	9	1052	509	12	36	95	!
5	11	1	1	2	10	995	506	39	37	96	ان
5	11	1	1	2	11	887	504	84	38	95	كنت
5	11	1	1	2	12	809	520	42	36	95	من
5	11	1	1	2	13	706	494	70	45	95	أهله
5	11	1	1	2	14	680	514	10	30	91	)
5	11	1	1	2	15	550	493	107	61	0	مري
5	11	1	1	2	16	442	492	74	59	20	هني
4	11	1	1	3	0	1076	581	614	79	-1	
5	11	1	1	3	1	1667	591	23	35	96	ما
5	11	1	1	3	2	1545	607	93	37	30	همى
5	11	1	1	3	3	1475	592	43	37	93	لك
5	11	1	1	3	4	1408	604	41	37	96	من
5	11	1	1	3	5	1310	583	73	58	94	وابل
5	11	1	1	3	6	1218	588	68	72	52	الفهم
5	11	1	1	3	7	1104	581	90	52	35	وطلله
5	11	1	1	3	8	1076	589	5	36	93	!
2	11	2	0	0	0	445	702	1246	1470	-1	
3	11	2	1	0	0	445	702	1246	1470	-1	
4	11	2	1	1	0	494	702	683	77	-1	
5	11	2	1	1	1	1141	735	36	6	65	س
5	11	2	1	1	2	1041	702	73	77	30	الرحم
5	11	2	1	1	3	959	705	43	50	82	سسم
5	11	2	1	1	4	494	745	2	3	46	-
4	11	2	1	2	0	445	783	1208	82	-1	
5	11	2	1	2	1	1638	850	15	9	71	|
5	11	2	1	2	2	1523	801	87	44	50	(*)
5	11	2	1	2	3	1408	794	58	71	45	اعلم
5	11	2	1	2	4	1342	795	41	37	89	ان
5	11	2	1	2	5	1221	792	104	52	90	الحضرة
5	11	2	1	2	6	1076	793	121	49	63	الرحيمية
5	11	2	1	2	7	1042	770	22	83	30	:
5	11	2	1	2	8	960	790	53	59	95	التي
5	11	2	1	2	9	898	791	32	46	94	بها
5	11	2	1	2	10	807	785	63	42	81	تتت
5	11	2	1	2	11	654	788	133	48	0	البسملة
5	11	2	1	2	12	628	802	10	23	89	)
5	11	2	1	2	13	577	803	26	20	71	:.
5	11	2	1	2	14	445	783	117	51	25	ويهلمها
4	11	2	1	3	0	451	848	1236	89	-1	
5	11	2	1	3	1	1640	858	49	79	73	تم
5	11	2	1	3	2	1520	865	95	51	96	كتاب
5	11	2	1	3	3	1404	864	88	51	66	الوجود
5	11	2	1	3	4	1227	861	112	54	91	المنطوي
5	11	2	1	3	5	1140	863	59	52	96	على
5	11	2	1	3	6	1035	878	77	33	90	سورو
5	11	2	1	3	7	931	853	76	55	33	وياته
5	11	2	1	3	8	819	858	86	48	55	وكلاته
5	11	2	1	3	9	674	862	117	47	53	حروفك
5	11	2	1	3	10	587	848	71	58	58	جميع
5	11	2	1	3	11	451	857	71	37	39	مـا
4	11	2	1	4	0	490	926	1201	69	-1	
5	11	2	1	4	1	1576	938	115	57	45	سكونان
5	11	2	1	4	2	1545	959	7	25	93	:
5	11	2	1	4	3	1424	938	93	56	96	سكون
5	11	2	1	4	4	1303	945	100	47	95	باعتبار
5	11	2	1	4	5	1192	936	97	57	85	فتوت
5	11	2	1	4	6	1054	940	115	49	88	الحقيقة
5	11	2	1	4	7	944	940	98	48	88	الذاتية
5	11	2	1	4	8	805	938	122	51	89	الرحيمية
5	11	2	1	4	9	753	935	29	56	93	في
5	11	2	1	4	10	631	937	98	50	96	مظاهر
5	11	2	1	4	11	490	926	117	59	90	األعيان
4	11	2	1	5	0	453	995	1236	86	-1	
5	11	2	1	5	1	1650	1035	39	46	96	مع
5	11	2	1	5	2	1511	1015	111	51	94	ظهورها
5	11	2	1	5	3	1438	1017	46	48	96	فيها
5	11	2	1	5	4	1407	1027	9	27	79	؟
5	11	2	1	5	5	1326	1016	49	42	96	فان
5	11	2	1	5	6	1232	1012	69	49	86	الحق
5	11	2	1	5	7	1186	1040	33	4	93	ـ
5	11	2	1	5	8	1093	1012	70	45	96	تعالى
5	11	2	1	5	9	1062	1015	7	35	95	!
5	11	2	1	5	10	1006	1037	35	6	87	--
5	11	2	1	5	11	938	1025	46	36	96	من
5	11	2	1	5	12	832	1027	84	32	91	حيب
5	11	2	1	5	13	719	995	86	64	13	كونه
5	11	2	1	5	14	593	999	106	59	68	موصوف
5	11	2	1	5	15	453	1004	115	52	91	بالوحدة
4	11	2	1	6	0	451	1063	1237	74	-1	
5	11	2	1	6	1	1559	1086	129	51	64	ولنجريد
5	11	2	1	6	2	1407	1076	124	59	55	واأللوهية
5	11	2	1	6	3	1358	1059	34	90	61	_
5	11	2	1	6	4	1284	1069	54	63	22	غي
5	11	2	1	6	5	1141	1070	116	60	38	مدارك
5	11	2	1	6	6	1073	1079	29	56	86	في
5	11	2	1	6	7	934	1081	107	49	96	مظاهره
5	11	2	1	6	8	795	1071	111	58	70	حقيقة
5	11	2	1	6	9	700	1070	72	58	58	وعي
5	11	2	1	6	10	655	1059	34	90	58	_
5	11	2	1	6	11	599	1082	36	51	88	بل
5	11	2	1	6	12	451	1063	117	62	34	الدرك
4	11	2	1	7	0	454	1137	1233	70	-1	
5	11	2	1	7	1	1643	1167	44	26	96	منه
5	11	2	1	7	2	1599	1185	31	4	87	ــ
5	11	2	1	7	3	1507	1157	73	44	93	تعالى
5	11	2	1	7	4	1478	1159	7	36	95	!
5	11	2	1	7	5	1423	1182	33	6	81	ــ
5	11	2	1	7	6	1375	1151	30	56	96	في
5	11	2	1	7	7	1260	1144	92	60	60	أعيانها
5	11	2	1	7	8	1121	1155	115	49	65	الوجودية
5	11	2	1	7	9	933	1137	137	51	36	حكمه
5	11	2	1	7	10	887	1150	28	39	73	لل
5	11	2	1	7	11	804	1155	60	44	86	عينه
5	11	2	1	7	12	772	1162	8	34	80	)
5	11	2	1	7	13	718	1176	34	6	78	ـ
5	11	2	1	7	14	579	1139	120	59	82	وسكون"
5	11	2	1	7	15	454	1151	104	46	94	باعتبار
4	11	2	1	8	0	454	1211	1230	68	-1	
5	11	2	1	8	1	1564	1227	120	52	36	استباالـ
5	11	2	1	8	2	1435	1218	111	57	90	األعيان
5	11	2	1	8	3	1288	1211	129	53	27	المخصصة
5	11	2	1	8	4	1202	1221	28	56	83	ف
5	11	2	1	8	5	1084	1225	97	52	92	التجلي
5	11	2	1	8	6	941	1222	121	52	93	الرحيمي
5	11	2	1	8	7	817	1220	76	55	82	لتلقي
5	11	2	1	8	8	716	1224	79	48	96	فيض
5	11	2	1	8	9	610	1220	88	49	96	الوجود
5	11	2	1	8	10	454	1214	138	52	52	وحخصصيه
4	11	2	1	9	0	460	1276	1225	72	-1	
5	11	2	1	9	1	1585	1293	100	54	90	بالكلية
5	11	2	1	9	2	1540	1272	23	89	65	_
5	11	2	1	9	3	1435	1300	82	45	64	بحيث
5	11	2	1	9	4	1335	1292	75	56	43	تذفى
5	11	2	1	9	5	1222	1297	86	48	76	انيات
5	11	2	1	9	6	1131	1297	62	37	72	تلك
5	11	2	1	9	7	990	1279	113	62	93	الاعيان
5	11	2	1	9	8	894	1288	31	56	86	في
5	11	2	1	9	9	773	1276	90	65	96	الوجود
5	11	2	1	9	10	648	1290	101	50	96	الظاهر
5	11	2	1	9	11	585	1292	33	46	96	بها
5	11	2	1	9	12	493	1290	62	48	95	وفيها
5	11	2	1	9	13	460	1305	11	21	73	)
4	11	2	1	10	0	494	1354	1190	68	-1	
5	11	2	1	10	1	1625	1368	59	54	96	على
5	11	2	1	10	2	1496	1372	106	48	94	مقتضى
5	11	2	1	10	3	1472	1380	7	27	91	:
5	11	2	1	10	4	1347	1366	82	38	96	كنت
5	11	2	1	10	5	1301	1365	23	36	92	له
5	11	2	1	10	6	1214	1357	63	44	2	مأ
5	11	2	1	10	7	1103	1356	91	59	81	وبصرأ
5	11	2	1	10	8	1010	1354	71	58	41	وبدأ
5	11	2	1	10	9	919	1357	61	26	51	(ا
5	11	2	1	10	10	796	1355	80	58	92	ولكن
5	11	2	1	10	11	696	1361	78	49	96	يظهر
5	11	2	1	10	12	562	1354	110	52	95	حكمها
5	11	2	1	10	13	494	1364	41	43	96	فيه
4	11	2	1	11	0	666	1424	1017	59	-1	
5	11	2	1	11	1	1639	1431	44	42	49	كا
5	11	2	1	11	2	1513	1441	99	45	91	خفيت
5	11	2	1	11	3	1397	1439	90	46	91	حقيقة
5	11	2	1	11	4	1303	1434	66	49	82	الحق
5	11	2	1	11	5	1246	1431	30	56	96	في
5	11	2	1	11	6	1111	1428	107	55	77	السكول
5	11	2	1	11	7	1006	1424	78	54	87	األول
5	11	2	1	11	8	901	1431	77	51	93	وظهر
5	11	2	1	11	9	762	1425	109	53	95	حكمها
5	11	2	1	11	10	694	1435	40	44	96	فيه
5	11	2	1	11	11	666	1462	8	6	86	.
4	11	2	1	12	0	474	1505	1129	76	-1	
5	11	2	1	12	1	1518	1529	85	43	11	(*)
5	11	2	1	12	2	1314	1506	146	66	0	فارأللف
5	11	2	1	12	3	1305	1533	10	24	96	)
5	11	2	1	12	4	1255	1538	21	27	96	و
5	11	2	1	12	5	1145	1515	66	65	77	اللام
5	11	2	1	12	6	1117	1533	11	21	91	1
5	11	2	1	12	7	1073	1542	8	10	95	.
5	11	2	1	12	8	884	1505	152	63	41	يسكوهبا
5	11	2	1	12	9	781	1508	98	59	71	البيت
5	11	2	1	12	10	745	1525	20	41	90	يف
5	11	2	1	12	11	702	1528	11	24	57	0
5	11	2	1	12	12	604	1509	81	72	26	الرحم
5	11	2	1	12	13	541	1528	46	23	79	)ء
5	11	2	1	12	14	474	1514	29	46	94	بنا
4	11	2	1	13	0	457	1576	1226	66	-1	
5	11	2	1	13	1	1579	1585	104	57	60	سكونيه
5	11	2	1	13	2	1545	1604	9	28	82	؟
5	11	2	1	13	3	1409	1584	100	56	84	وسكون
5	11	2	1	13	4	1277	1589	102	50	89	مظاهره
5	11	2	1	13	5	1137	1581	83	56	49	بكونها
5	11	2	1	13	6	1006	1591	100	45	33	شؤونه
5	11	2	1	13	7	937	1581	34	34	62	ك
5	11	2	1	13	8	831	1584	93	50	72	الذاتية
5	11	2	1	13	9	792	1572	21	81	41	:
5	11	2	1	13	10	749	1582	28	54	89	يي
5	11	2	1	13	11	613	1583	103	48	50	اححلقيقة
5	11	2	1	13	12	485	1576	97	56	73	سكنه
5	11	2	1	13	13	457	1613	8	9	92	.
4	11	2	1	14	0	451	1654	1152	81	-1	
5	11	2	1	14	1	1499	1682	104	45	1	(04)_
5	11	2	1	14	2	1403	1662	60	60	47	أنا
5	11	2	1	14	3	1288	1672	56	50	0	لاء
5	11	2	1	14	4	1214	1689	9	18	75	:
5	11	2	1	14	5	1125	1675	51	43	90	فهو
5	11	2	1	14	6	1032	1672	50	46	94	بناء
5	11	2	1	14	7	912	1669	82	48	94	تطور
5	11	2	1	14	8	814	1664	58	64	72	تجلي
5	11	2	1	14	9	786	1650	12	89	57	:
5	11	2	1	14	10	753	1681	12	25	34	«
5	11	2	1	14	11	651	1666	84	69	34	الرحم
5	11	2	1	14	12	624	1681	10	23	56	ة
5	11	2	1	14	13	451	1654	134	59	28	خمصيصأ
4	11	2	1	15	0	454	1728	1229	83	-1	
5	11	2	1	15	1	1541	1736	142	59	5	وخصص
5	11	2	1	15	2	1462	1739	48	45	39	لا.
5	11	2	1	15	3	1312	1728	131	63	37	ونضيف
5	11	2	1	15	4	1246	1744	49	46	61	بناء
5	11	2	1	15	5	1114	1738	94	66	22	كموقع
5	11	2	1	15	6	959	1741	135	46	95	الدرجات
5	11	2	1	15	7	855	1722	85	93	0	الاية
5	11	2	1	15	8	726	1722	130	93	71	ولدركات
5	11	2	1	15	9	633	1735	63	76	85	الاية
5	11	2	1	15	10	572	1732	32	56	92	في
5	11	2	1	15	11	454	1737	86	34	95	مسافة
4	11	2	1	16	0	457	1804	1224	65	-1	
5	11	2	1	16	1	1577	1817	104	49	84	انبساط
5	11	2	1	16	2	1456	1817	89	49	64	الوجود
5	11	2	1	16	3	1332	1814	59	52	96	على
5	11	2	1	16	4	1200	1815	103	51	34	مقتفقى
5	11	2	1	16	5	1056	1812	108	49	92	التطوير
5	11	2	1	16	6	1029	1842	5	7	94	,
5	11	2	1	16	7	976	1836	34	5	84	ـ
5	11	2	1	16	8	840	1813	108	42	88	وفتحته
5	11	2	1	16	9	684	1810	128	58	13	مفتاح
5	11	2	1	16	10	579	1811	74	45	96	غيب
5	11	2	1	16	11	457	1804	89	65	25	اجمع
4	11	2	1	17	0	479	1864	1203	83	-1	
5	11	2	1	17	1	1583	1887	99	51	44	والوجود
5	11	2	1	17	2	1430	1871	90	76	93	الفاتح
5	11	2	1	17	3	1324	1874	86	61	19	أيوب
5	11	2	1	17	4	1201	1883	99	53	91	القبض
5	11	2	1	17	5	1049	1884	129	49	96	الوجودي
5	11	2	1	17	6	1017	1897	7	20	88	:
5	11	2	1	17	7	864	1864	120	66	45	المنصب
5	11	2	1	17	8	782	1879	59	53	96	على
5	11	2	1	17	9	607	1877	149	50	80	المتطورات
5	11	2	1	17	10	479	1869	101	56	93	الكونية
4	11	2	1	18	0	844	1940	836	70	-1	
5	11	2	1	18	1	1506	1943	174	67	74	التخصص"
5	11	2	1	18	2	1400	1957	85	50	21	محسبها
5	11	2	1	18	3	1367	1968	7	26	92	:
5	11	2	1	18	4	1265	1944	70	59	45	باطة
5	11	2	1	18	5	1141	1943	103	60	64	وظاهزا
5	11	2	1	18	6	1006	1941	74	46	0	خلق
5	11	2	1	18	7	866	1940	120	59	43	وإبداع
5	11	2	1	18	8	844	1981	6	8	79	.
4	11	2	1	19	0	449	2027	1152	64	-1	
5	11	2	1	19	1	1515	2048	86	43	27	(هم)
5	11	2	1	19	2	1436	2058	21	27	82	و
5	11	2	1	19	3	1324	2038	69	34	82	الحاء
5	11	2	1	19	4	1298	2052	12	25	86	)
5	11	2	1	19	5	1212	2046	64	40	83	بعده
5	11	2	1	19	6	1171	2080	3	2	83	_
5	11	2	1	19	7	1104	2039	47	45	96	بناء
5	11	2	1	19	8	927	2036	157	49	90	اختصاص
5	11	2	1	19	9	846	2032	61	54	96	كل
5	11	2	1	19	10	740	2037	87	43	96	صورة
5	11	2	1	19	11	691	2027	30	56	95	في
5	11	2	1	19	12	584	2032	84	33	95	مسافة
5	11	2	1	19	13	449	2027	115	51	96	التطوير
4	11	2	1	20	0	448	2091	1232	81	-1	
5	11	2	1	20	1	1596	2131	84	41	96	بروح
5	11	2	1	20	2	1492	2110	82	49	0	الحياة
5	11	2	1	20	3	1394	2110	79	47	95	وحياة
5	11	2	1	20	4	1284	2109	91	59	95	الروح
5	11	2	1	20	5	1205	2126	59	33	95	وسر
5	11	2	1	20	6	1071	2099	116	56	78	القيتوبية
5	11	2	1	20	7	1046	2136	7	7	92	.
5	11	2	1	20	8	994	2130	36	6	73	--
5	11	2	1	20	9	789	2102	189	52	51	ولاختصاص
5	11	2	1	20	10	636	2094	111	67	85	الكرسي
5	11	2	1	20	11	448	2091	132	68	85	بالتجلي
1	12	0	0	0	0	0	0	1835	2896	-1	
2	12	1	0	0	0	264	319	1412	1758	-1	
3	12	1	1	0	0	277	319	1399	1758	-1	
4	12	1	1	1	0	605	319	1008	100	-1	
5	12	1	1	1	1	1583	315	34	88	86	-
5	12	1	1	1	2	1501	332	112	55	70	وقال
5	12	1	1	1	3	1329	319	131	55	41	(احجلكة
5	12	1	1	1	4	1252	339	36	64	67	هى
5	12	1	1	1	5	1172	321	58	98	82	أن.
5	12	1	1	1	6	1065	328	97	90	79	الدرك
5	12	1	1	1	7	950	340	90	67	96	صورة
5	12	1	1	1	8	863	330	54	86	79	العلم
5	12	1	1	1	9	721	333	121	59	92	بالعمل
5	12	1	1	1	10	701	329	12	80	68	<«
5	12	1	1	1	11	661	329	20	80	55	,
5	12	1	1	1	12	606	329	50	80	55	___
4	12	1	1	2	0	278	389	1395	149	-1	
5	12	1	1	2	1	1671	504	2	2	52	-
5	12	1	1	2	2	1573	415	25	95	96	:
5	12	1	1	2	3	1490	439	105	57	89	وقال
5	12	1	1	2	4	1480	492	2	3	53	.
5	12	1	1	2	5	1442	415	25	95	77	}
5	12	1	1	2	6	1343	435	86	64	1	الععى.
5	12	1	1	2	7	1239	438	78	56	16	خيث
5	12	1	1	2	8	1172	432	50	70	93	من
5	12	1	1	2	9	1055	419	102	83	43	اجل
5	12	1	1	2	10	899	435	78	103	68	قبل
5	12	1	1	2	11	750	425	101	84	90	وكيف
5	12	1	1	2	12	662	389	61	96	75	ذلك
5	12	1	1	2	13	617	442	14	40	91	؟
5	12	1	1	2	14	536	434	54	59	84	قل
5	12	1	1	2	15	393	423	62	68	68	ألن
5	12	1	1	2	16	278	440	87	57	74	العى
4	12	1	1	3	0	474	510	1189	104	-1	
5	12	1	1	3	1	1570	515	93	94	47	خاف
5	12	1	1	3	2	1480	549	65	60	82	منه.
5	12	1	1	3	3	1359	529	107	68	63	الرتدى
5	12	1	1	3	4	1272	537	59	72	7	ىف.
5	12	1	1	3	5	1209	537	59	72	93	هوة
5	12	1	1	3	6	1008	536	130	76	38	واجلول
5	12	1	1	3	7	894	510	108	94	58	خاف
5	12	1	1	3	8	820	536	66	61	96	منه
5	12	1	1	3	9	688	534	110	80	95	الوقوع
5	12	1	1	3	10	640	540	36	52	92	ىف
5	12	1	1	3	11	514	537	98	49	68	الالك
5	12	1	1	3	12	474	571	19	20	93	.
4	12	1	1	4	0	325	632	1281	138	-1	
5	12	1	1	4	1	1585	642	21	23	85	:
5	12	1	1	4	2	1478	650	89	120	60	وشل
5	12	1	1	4	3	1385	674	64	42	96	عن
5	12	1	1	4	4	1239	644	124	70	0	راتب
5	12	1	1	4	5	1114	657	102	55	92	الرجال
5	12	1	1	4	6	988	657	93	53	61	فقال
5	12	1	1	4	7	796	655	103	55	94	الرجال
5	12	1	1	4	8	692	647	72	67	53	بللة
5	12	1	1	4	9	617	624	52	103	36	-
5	12	1	1	4	10	445	632	165	90	0	موسوم7؟
5	12	1	1	4	11	325	661	88	52	35	ختري
4	12	1	1	5	0	433	734	1223	135	-1	
5	12	1	1	5	1	1499	734	157	135	42	وموسوع"
5	12	1	1	5	2	1457	734	39	101	57	"
5	12	1	1	5	3	1375	738	118	76	84	بشر
5	12	1	1	5	4	1210	739	104	82	35	وفافل
5	12	1	1	5	5	1158	751	32	45	93	لا
5	12	1	1	5	6	1026	739	105	77	94	"يعرف
5	12	1	1	5	7	927	762	68	69	51	تمير
5	12	1	1	5	8	854	750	49	58	90	ولا
5	12	1	1	5	9	719	760	102	52	55	بشراء
5	12	1	1	5	10	614	753	3	5	0	===
5	12	1	1	5	11	433	748	17	76	49	_
4	12	1	1	6	0	445	845	1141	132	-1	
5	12	1	1	6	1	1572	846	52	104	80	-
5	12	1	1	6	2	1499	856	121	66	95	وقال
5	12	1	1	6	3	1435	846	40	104	89	:
5	12	1	1	6	4	1347	866	121	54	89	الدنيا
5	12	1	1	6	5	1267	868	52	54	94	دار
5	12	1	1	6	6	1161	864	84	57	87	تجارة
5	12	1	1	6	7	1104	846	39	104	26	:
5	12	1	1	6	8	984	866	104	80	77	فالويل
5	12	1	1	6	9	911	865	46	61	63	لمن
5	12	1	1	6	10	805	863	94	77	59	تزود
5	12	1	1	6	11	718	863	60	58	86	منها
5	12	1	1	6	12	574	845	112	132	11	البارة
5	12	1	1	6	13	521	848	68	36	11	و»
5	12	1	1	6	14	480	868	9	39	72	1
5	12	1	1	6	15	445	869	1	3	43	>
4	12	1	1	7	0	690	964	903	72	-1	
5	12	1	1	7	1	1589	1007	4	11	71	:
5	12	1	1	7	2	1499	981	73	53	92	وقال
5	12	1	1	7	3	1470	960	12	87	64	:
5	12	1	1	7	4	1351	964	92	65	86	كرية
5	12	1	1	7	5	1190	966	150	77	84	المفاوضه
5	12	1	1	7	6	1089	976	89	60	5	حتى
5	12	1	1	7	7	975	981	86	51	95	القدر
5	12	1	1	7	8	936	1012	8	9	93	.
5	12	1	1	7	9	690	1026	3	3	56	.
4	12	1	1	8	0	337	1066	1287	42	-1	
5	12	1	1	8	1	1589	1066	35	17	74	9:
5	12	1	1	8	2	763	1097	7	8	94	.
5	12	1	1	8	3	606	1067	30	39	36	*
5	12	1	1	8	4	505	1100	13	8	66	8.
5	12	1	1	8	5	441	1097	13	8	64	»
5	12	1	1	8	6	363	1061	62	61	30	))
5	12	1	1	8	7	337	1080	16	17	80	*
4	12	1	1	9	0	283	1091	1316	86	-1	
5	12	1	1	9	1	1586	1130	13	41	96	:
5	12	1	1	9	2	1481	1093	92	58	93	وقال
5	12	1	1	9	3	1476	1093	3	2	29	-
5	12	1	1	9	4	1344	1094	85	60	95	صون
5	12	1	1	9	5	1219	1098	97	60	96	النفس
5	12	1	1	9	6	1135	1110	49	41	96	بعد
5	12	1	1	9	7	997	1093	109	63	47	بذكهها
5	12	1	1	9	8	871	1094	95	83	3	مروءة
5	12	1	1	9	9	830	1128	9	9	69	.
5	12	1	1	9	10	697	1095	93	58	66	إفراط
5	12	1	1	9	11	564	1091	104	63	89	الانس
5	12	1	1	9	12	441	1107	96	28	96	مقدمة
5	12	1	1	9	13	323	1091	90	61	90	الجرأة
5	12	1	1	9	14	283	1127	10	8	74	.
4	12	1	1	10	0	323	1182	1337	130	-1	
5	12	1	1	10	1	1608	1198	52	84	69	قوه
5	12	1	1	10	2	1473	1186	119	126	63	أوما
5	12	1	1	10	3	1461	1207	1	6	62	"
5	12	1	1	10	4	1377	1184	75	74	78	قنيل
5	12	1	1	10	5	1257	1182	98	117	57	البنية
5	12	1	1	10	6	1232	1229	9	8	88	.
5	12	1	1	10	7	1141	1191	75	70	71	أمن
5	12	1	1	10	8	1046	1181	65	72	84	ظفر
5	12	1	1	10	9	909	1171	113	77	28	باجـد
5	12	1	1	10	10	824	1193	72	42	0	الذ
5	12	1	1	10	11	783	1227	9	9	88	.
5	12	1	1	10	12	703	1182	55	53	86	آلة
5	12	1	1	10	13	557	1195	107	51	56	الرياسة
5	12	1	1	10	14	451	1183	69	50	56	سمة
5	12	1	1	10	15	323	1194	99	51	80	الصدر
5	12	1	1	10	16	277	1194	25	40	29	.
4	12	1	1	11	0	264	1264	1395	133	-1	
5	12	1	1	11	1	1545	1273	114	119	96	خضوع
5	12	1	1	11	2	1493	1276	50	32	67	©
5	12	1	1	11	3	1379	1264	101	93	62	انلنظ
5	12	1	1	11	4	1274	1264	87	93	74	هم
5	12	1	1	11	5	1253	1269	50	97	96	ل
5	12	1	1	11	6	1161	1277	142	85	71	الحقد
5	12	1	1	11	7	1121	1327	9	9	66	.
5	12	1	1	11	8	971	1277	98	59	55	الملف
5	12	1	1	11	9	868	1293	81	53	77	ينتال
5	12	1	1	11	10	724	1282	115	70	0	المحاسن
5	12	1	1	11	11	683	1324	8	10	94	.
5	12	1	1	11	12	592	1295	51	56	89	من
5	12	1	1	11	13	488	1277	74	68	59	ابتدأ
5	12	1	1	11	14	351	1268	103	129	74	سيئة
5	12	1	1	11	15	329	1387	4	4	89	/
5	12	1	1	11	16	264	1268	62	81	92	قد
4	12	1	1	12	0	324	1370	1336	93	-1	
5	12	1	1	12	1	1590	1370	70	85	44	أعين
5	12	1	1	12	2	1521	1406	53	41	95	عن
5	12	1	1	12	3	1420	1376	74	87	89	سكر
5	12	1	1	12	4	1372	1385	50	54	91	ها
5	12	1	1	12	5	1349	1418	9	11	95	.
5	12	1	1	12	6	1142	1400	2	2	94	.
5	12	1	1	12	7	792	1424	8	13	92	,
5	12	1	1	12	8	324	1408	2	2	48	.
4	12	1	1	13	0	298	1425	1272	160	-1	
5	12	1	1	13	1	1473	1485	97	81	84	ورأى
5	12	1	1	13	2	1360	1482	91	79	54	بيطار؟
5	12	1	1	13	3	1266	1464	48	120	87	27
5	12	1	1	13	4	1120	1485	87	92	65	طبيب,
5	12	1	1	13	5	969	1484	89	78	95	وكل
5	12	1	1	13	6	863	1501	87	73	54	واحد
5	12	1	1	13	7	747	1496	79	67	4	معهام
5	12	1	1	13	8	637	1449	48	117	58	علل
5	12	1	1	13	9	426	1425	175	160	44	كة
5	12	1	1	13	10	298	1476	88	108	63	قال
4	12	1	1	14	0	381	1577	1278	108	-1	
5	12	1	1	14	1	1601	1600	58	43	94	هذا
5	12	1	1	14	2	1495	1600	91	59	96	يقول
5	12	1	1	14	3	1376	1577	90	108	49	اقتلهم
5	12	1	1	14	4	1275	1589	73	58	68	أنف
5	12	1	1	14	5	1173	1600	76	63	65	وعى
5	12	1	1	14	6	1104	1589	43	65	97	أن
5	12	1	1	14	7	1005	1589	72	80	80	أقتل
5	12	1	1	14	8	869	1584	109	92	28	دواههم
5	12	1	1	14	9	828	1634	8	9	81	-
5	12	1	1	14	10	381	1673	25	5	86	0
4	12	1	1	15	0	281	1685	1335	140	-1	
5	12	1	1	15	1	1610	1816	6	9	43	-
5	12	1	1	15	2	1465	1715	105	107	33	فل
5	12	1	1	15	3	1333	1715	91	60	92	الدنيا
5	12	1	1	15	4	1248	1698	63	75	68	«ل
5	12	1	1	15	5	1177	1741	48	38	95	من
5	12	1	1	15	6	1096	1688	51	82	19	ئال
5	12	1	1	15	7	1023	1738	25	32	53	س
5	12	1	1	15	8	936	1708	83	74	68	اتبها
5	12	1	1	15	9	907	1714	19	76	78	م
5	12	1	1	15	10	777	1685	95	117	77	يفرح
5	12	1	1	15	11	760	1689	16	109	77	-
5	12	1	1	15	12	626	1727	82	55	95	ومن
5	12	1	1	15	13	541	1716	65	51	91	فقد
5	12	1	1	15	14	405	1710	120	64	80	الرياسة
5	12	1	1	15	15	281	1700	119	77	0	؟
4	12	1	1	16	0	280	1841	1358	156	-1	
5	12	1	1	16	1	1447	1841	191	156	6	"لله
5	12	1	1	16	2	1458	1940	11	25	94	:
5	12	1	1	16	3	1356	1926	69	58	94	لين
5	12	1	1	16	4	1270	1951	52	32	93	سى
5	12	1	1	16	5	1127	1911	96	57	91	أدنأ
5	12	1	1	16	6	1049	1946	52	38	92	من
5	12	1	1	16	7	841	1912	166	67	34	الكذب
5	12	1	1	16	8	810	1898	2	2	47	|
5	12	1	1	16	9	709	1917	50	66	78	ول
5	12	1	1	16	10	612	1931	61	55	91	خير
5	12	1	1	16	11	543	1908	34	67	57	اى
5	12	1	1	16	12	441	1913	82	68	19	الرء:
5	12	1	1	16	13	375	1923	46	53	92	إذا
5	12	1	1	16	14	280	1915	79	73	69	سكان
4	12	1	1	17	0	447	2002	1229	75	-1	
5	12	1	1	17	1	1500	2014	176	58	0	يكذب
5	12	1	1	17	2	1452	2050	25	27	88	.
5	12	1	1	17	3	1355	2002	59	43	39	5.
5	12	1	1	17	4	748	2032	2	7	91	:
5	12	1	1	17	5	484	2014	10	9	0	%%
5	12	1	1	17	6	447	2042	2	2	71	}
1	13	0	0	0	0	0	0	1835	2896	-1	
2	13	1	0	0	0	597	357	818	144	-1	
3	13	1	1	0	0	597	357	818	144	-1	
4	13	1	1	1	0	597	357	818	144	-1	
5	13	1	1	1	1	1317	383	98	68	37	["
5	13	1	1	1	2	1184	367	100	86	88	ب]
5	13	1	1	1	3	1008	361	129	94	88	أخبار
5	13	1	1	1	4	816	378	156	83	91	سولون
5	13	1	1	1	5	597	357	162	144	59	احلكمم
2	13	2	0	0	0	173	557	1402	886	-1	
3	13	2	1	0	0	212	557	1340	122	-1	
4	13	2	1	1	0	212	557	1340	122	-1	
5	13	2	1	1	1	1548	649	4	3	51	-
5	13	2	1	1	2	1332	565	139	60	75	خلف"
5	13	2	1	1	3	1221	584	102	57	88	سواون
5	13	2	1	1	4	1171	598	37	45	93	بن
5	13	2	1	1	5	1143	585	8	39	58	ا
5	13	2	1	1	6	870	557	238	95	0	كبيكاسطينيس
5	13	2	1	1	7	815	572	49	31	0	؟؟
5	13	2	1	1	8	673	569	131	110	67	احلكم
5	13	2	1	1	9	602	575	69	89	13	كتبا
